time,gFx,gFy,gFz,TgF
06:34:22:9,0.0775,0.5417,-0.6415,0.84
06:34:22:9,0.0775,0.5417,-0.6375,0.84
06:34:22:9,0.0755,0.5437,-0.6335,0.84
06:34:22:9,0.0755,0.5437,-0.6315,0.84
06:34:22:9,0.0755,0.5437,-0.6275,0.83
06:34:22:9,0.0735,0.5457,-0.6255,0.83
06:34:22:9,0.0695,0.5497,-0.6255,0.84
06:34:22:9,0.0655,0.5537,-0.6255,0.84
06:34:23:0,0.0615,0.5557,-0.6275,0.84
06:34:23:0,0.0575,0.5597,-0.6275,0.84
06:34:23:0,0.0535,0.5617,-0.6295,0.85
06:34:23:0,0.0475,0.5637,-0.6315,0.85
06:34:23:0,0.0435,0.5657,-0.6315,0.85
06:34:23:0,0.0395,0.5677,-0.6315,0.85
06:34:23:0,0.0355,0.5677,-0.6315,0.85
06:34:23:0,0.0315,0.5657,-0.6355,0.85
06:34:23:0,0.0295,0.5637,-0.6375,0.85
06:34:23:0,0.0255,0.5617,-0.6395,0.85
06:34:23:0,0.0235,0.5617,-0.6395,0.85
06:34:23:0,0.0195,0.5597,-0.6415,0.85
06:34:23:0,0.0155,0.5557,-0.6435,0.85
06:34:23:0,0.0115,0.5517,-0.6455,0.85
06:34:23:0,0.0075,0.5477,-0.6475,0.85
06:34:23:0,0.0035,0.5437,-0.6455,0.84
06:34:23:0,-0.0005,0.5397,-0.6455,0.84
06:34:23:0,-0.0045,0.5377,-0.6455,0.84
06:34:23:0,-0.0065,0.5357,-0.6455,0.84
06:34:23:1,-0.0085,0.5337,-0.6455,0.84
06:34:23:1,-0.0145,0.5337,-0.6435,0.84
06:34:23:1,-0.0145,0.5337,-0.6435,0.84
06:34:23:1,-0.0145,0.5337,-0.6415,0.83
06:34:23:1,-0.0145,0.5357,-0.6395,0.83
06:34:23:1,-0.0145,0.5397,-0.6415,0.84
06:34:23:1,-0.0145,0.5417,-0.6395,0.84
06:34:23:1,-0.0145,0.5457,-0.6375,0.84
06:34:23:1,-0.0125,0.5497,-0.6335,0.84
06:34:23:1,-0.0125,0.5517,-0.6335,0.84
06:34:23:1,-0.0125,0.5557,-0.6295,0.84
06:34:23:1,-0.0125,0.5597,-0.6295,0.84
06:34:23:1,-0.0125,0.5617,-0.6315,0.85
06:34:23:1,-0.0145,0.5617,-0.6315,0.85
06:34:23:1,-0.0165,0.5597,-0.6315,0.84
06:34:23:1,-0.0205,0.5597,-0.6335,0.85
06:34:23:1,-0.0225,0.5577,-0.6335,0.84
06:34:23:1,-0.0245,0.5557,-0.6355,0.84
06:34:23:1,-0.0265,0.5537,-0.6415,0.85
06:34:23:1,-0.0265,0.5497,-0.6415,0.85
06:34:23:2,-0.0265,0.5437,-0.6435,0.84
06:34:23:2,-0.0265,0.5377,-0.6455,0.84
06:34:23:2,-0.0265,0.5337,-0.6455,0.84
06:34:23:2,-0.0225,0.5257,-0.6475,0.83
06:34:23:2,-0.0225,0.5197,-0.6515,0.83
06:34:23:2,-0.0205,0.5117,-0.6515,0.83
06:34:23:2,-0.0205,0.5057,-0.6535,0.83
06:34:23:2,-0.0185,0.4977,-0.6615,0.83
06:34:23:2,-0.0145,0.4917,-0.6755,0.84
06:34:23:2,-0.0145,0.4877,-0.6895,0.84
06:34:23:2,-0.0125,0.4917,-0.6915,0.85
06:34:23:2,-0.0185,0.5037,-0.7015,0.86
06:34:23:2,-0.0245,0.5277,-0.7155,0.89
06:34:23:2,-0.0365,0.5617,-0.7335,0.92
06:34:23:2,-0.0485,0.5997,-0.7515,0.96
06:34:23:2,-0.0665,0.7578,-0.7638,1.08
06:34:23:2,-0.0825,0.7918,-0.7678,1.11
06:34:23:2,-0.1045,0.8098,-0.7818,1.13
06:34:23:2,-0.1205,0.8178,-0.8058,1.15
06:34:23:2,-0.1406,0.8178,-0.8278,1.17
06:34:23:3,-0.1566,0.8058,-0.8438,1.18
06:34:23:3,-0.1746,0.7858,-0.8618,1.18
06:34:23:3,-0.1886,0.7618,-0.8798,1.18
06:34:23:3,-0.2026,0.7338,-0.8978,1.18
06:34:23:3,-0.2146,0.7098,-1.0079,1.25
06:34:23:3,-0.2286,0.6858,-1.0159,1.25
06:34:23:3,-0.2466,0.5757,-1.0279,1.20
06:34:23:3,-0.2566,0.5697,-1.0379,1.21
06:34:23:3,-0.2666,0.5657,-1.0439,1.22
06:34:23:3,-0.2726,0.5637,-1.0519,1.22
06:34:23:3,-0.2786,0.5597,-1.0599,1.23
06:34:23:3,-0.2806,0.5557,-1.0679,1.24
06:34:23:3,-0.2826,0.5517,-1.0719,1.24
06:34:23:3,-0.2806,0.5477,-1.0759,1.24
06:34:23:3,-0.2766,0.5417,-1.0799,1.24
06:34:23:3,-0.2746,0.5357,-1.0819,1.24
06:34:23:3,-0.2746,0.5277,-1.0839,1.24
06:34:23:3,-0.2726,0.5197,-1.0839,1.23
06:34:23:4,-0.2706,0.5117,-1.0799,1.23
06:34:23:4,-0.2706,0.5057,-1.0779,1.22
06:34:23:4,-0.2686,0.4997,-1.0719,1.21
06:34:23:4,-0.2686,0.4977,-1.0659,1.21
06:34:23:4,-0.2686,0.4957,-1.0559,1.20
06:34:23:4,-0.2686,0.4957,-1.0519,1.19
06:34:23:4,-0.2686,0.4997,-1.0419,1.19
06:34:23:4,-0.2666,0.5057,-1.0299,1.18
06:34:23:4,-0.2666,0.5117,-1.0179,1.17
06:34:23:4,-0.2666,0.5177,-1.0059,1.16
06:34:23:4,-0.2646,0.5237,-0.9919,1.15
06:34:23:4,-0.2626,0.5257,-0.9759,1.14
06:34:23:4,-0.2606,0.5277,-0.9599,1.13
06:34:23:4,-0.2586,0.5297,-0.9419,1.11
06:34:23:4,-0.2566,0.5297,-0.9259,1.10
06:34:23:4,-0.2526,0.5257,-0.9119,1.08
06:34:23:4,-0.2506,0.5217,-0.8978,1.07
06:34:23:4,-0.2486,0.5177,-0.8818,1.05
06:34:23:4,-0.2466,0.5137,-0.8698,1.04
06:34:23:4,-0.2466,0.5077,-0.8578,1.03
06:34:23:4,-0.2446,0.5037,-0.8458,1.01
06:34:23:5,-0.2446,0.4957,-0.8358,1.00
06:34:23:5,-0.2446,0.4877,-0.8298,0.99
06:34:23:5,-0.2446,0.4817,-0.8198,0.98
06:34:23:5,-0.2446,0.4757,-0.8118,0.97
06:34:23:5,-0.2466,0.4657,-0.8018,0.96
06:34:23:5,-0.2466,0.4577,-0.7958,0.95
06:34:23:5,-0.2466,0.4497,-0.7878,0.94
06:34:23:5,-0.2446,0.4437,-0.7798,0.93
06:34:23:5,-0.2446,0.4397,-0.7758,0.92
06:34:23:5,-0.2446,0.4337,-0.7698,0.92
06:34:23:5,-0.2426,0.4277,-0.7658,0.91
06:34:23:5,-0.2406,0.4257,-0.7598,0.90
06:34:23:5,-0.2386,0.4257,-0.7578,0.90
06:34:23:5,-0.2366,0.4277,-0.7538,0.90
06:34:23:5,-0.2366,0.4297,-0.7515,0.90
06:34:23:5,-0.2366,0.4297,-0.7475,0.89
06:34:23:5,-0.2386,0.4317,-0.7435,0.89
06:34:23:5,-0.2386,0.4377,-0.7395,0.89
06:34:23:5,-0.2406,0.4417,-0.7355,0.89
06:34:23:5,-0.2406,0.4477,-0.7315,0.89
06:34:23:6,-0.2426,0.4517,-0.7275,0.89
06:34:23:6,-0.2426,0.4577,-0.7255,0.89
06:34:23:6,-0.2426,0.4637,-0.7215,0.89
06:34:23:6,-0.2426,0.4717,-0.7195,0.89
06:34:23:6,-0.2446,0.4777,-0.7195,0.90
06:34:23:6,-0.2486,0.4837,-0.7195,0.90
06:34:23:6,-0.2486,0.4897,-0.7195,0.91
06:34:23:6,-0.2486,0.4957,-0.7195,0.91
06:34:23:6,-0.2486,0.4997,-0.7175,0.91
06:34:23:6,-0.2486,0.5077,-0.7155,0.91
06:34:23:6,-0.2486,0.5137,-0.7135,0.91
06:34:23:6,-0.2486,0.5197,-0.7155,0.92
06:34:23:6,-0.2466,0.5257,-0.7135,0.92
06:34:23:6,-0.2466,0.5317,-0.7135,0.92
06:34:23:6,-0.2466,0.5397,-0.7155,0.93
06:34:23:6,-0.2446,0.5457,-0.7155,0.93
06:34:23:6,-0.2466,0.5537,-0.7175,0.94
06:34:23:6,-0.2446,0.5577,-0.7175,0.94
06:34:23:6,-0.2446,0.5617,-0.7195,0.95
06:34:23:6,-0.2446,0.5677,-0.7175,0.95
06:34:23:6,-0.2426,0.5697,-0.7175,0.95
06:34:23:7,-0.2446,0.5737,-0.7175,0.95
06:34:23:7,-0.2446,0.5737,-0.7195,0.95
06:34:23:7,-0.2446,0.5737,-0.7195,0.95
06:34:23:7,-0.2426,0.5757,-0.7195,0.95
06:34:23:7,-0.2426,0.5757,-0.7195,0.95
06:34:23:7,-0.2406,0.5797,-0.7195,0.95
06:34:23:7,-0.2366,0.5777,-0.7195,0.95
06:34:23:7,-0.2346,0.5817,-0.7195,0.95
06:34:23:7,-0.2306,0.5837,-0.7195,0.95
06:34:23:7,-0.2286,0.5877,-0.7175,0.96
06:34:23:7,-0.2266,0.5917,-0.7155,0.96
06:34:23:7,-0.2246,0.5957,-0.7135,0.96
06:34:23:7,-0.2226,0.5997,-0.7115,0.96
06:34:23:7,-0.2206,0.6037,-0.7095,0.96
06:34:23:7,-0.2166,0.6077,-0.7055,0.96
06:34:23:7,-0.2126,0.6117,-0.7015,0.95
06:34:23:7,-0.2106,0.6137,-0.6975,0.95
06:34:23:7,-0.2086,0.6157,-0.6935,0.95
06:34:23:7,-0.2046,0.6197,-0.6895,0.95
06:34:23:8,-0.2026,0.6217,-0.6855,0.95
06:34:23:8,-0.1986,0.6257,-0.6815,0.95
06:34:23:8,-0.1966,0.6277,-0.6775,0.94
06:34:23:8,-0.1946,0.6297,-0.6715,0.94
06:34:23:8,-0.1906,0.6297,-0.6675,0.94
06:34:23:8,-0.1886,0.6317,-0.6615,0.93
06:34:23:8,-0.1846,0.6337,-0.6595,0.93
06:34:23:8,-0.1806,0.6317,-0.6575,0.93
06:34:23:8,-0.1766,0.6317,-0.6535,0.93
06:34:23:8,-0.1726,0.6297,-0.6495,0.92
06:34:23:8,-0.1706,0.6297,-0.6495,0.92
06:34:23:8,-0.1686,0.6297,-0.6475,0.92
06:34:23:8,-0.1666,0.6277,-0.6455,0.92
06:34:23:8,-0.1626,0.6277,-0.6475,0.92
06:34:23:8,-0.1606,0.6257,-0.6495,0.92
06:34:23:8,-0.1606,0.6257,-0.6495,0.92
06:34:23:8,-0.1606,0.6257,-0.6495,0.92
06:34:23:8,-0.1586,0.6237,-0.6515,0.92
06:34:23:8,-0.1566,0.6197,-0.6515,0.91
06:34:23:8,-0.1566,0.6177,-0.6535,0.91
06:34:23:9,-0.1566,0.6157,-0.6535,0.91
06:34:23:9,-0.1566,0.6137,-0.6575,0.91
06:34:23:9,-0.1586,0.6077,-0.6595,0.91
06:34:23:9,-0.1566,0.6017,-0.6575,0.90
06:34:23:9,-0.1586,0.5997,-0.6595,0.91
06:34:23:9,-0.1586,0.5937,-0.6615,0.90
06:34:23:9,-0.1566,0.5917,-0.6635,0.90
06:34:23:9,-0.1586,0.5877,-0.6615,0.90
06:34:23:9,-0.1586,0.5857,-0.6615,0.90
06:34:23:9,-0.1606,0.5857,-0.6595,0.90
06:34:23:9,-0.1586,0.5837,-0.6575,0.89
06:34:23:9,-0.1586,0.5837,-0.6575,0.89
06:34:23:9,-0.1546,0.5837,-0.6575,0.89
06:34:23:9,-0.1546,0.5837,-0.6575,0.89
06:34:23:9,-0.1546,0.5837,-0.6595,0.89
06:34:23:9,-0.1506,0.5857,-0.6695,0.90
06:34:23:9,-0.1466,0.5937,-0.6835,0.92
06:34:23:9,-0.1446,0.6117,-0.6815,0.93
06:34:23:9,-0.1426,0.6417,-0.6795,0.95
06:34:23:9,-0.1386,0.6818,-0.6815,0.97
06:34:24:0,-0.1306,0.8758,-0.6855,1.12
06:34:24:0,-0.1185,0.9078,-0.6895,1.15
06:34:24:0,-0.1065,0.9379,-0.6915,1.17
06:34:24:0,-0.0905,0.9681,-0.6855,1.19
06:34:24:0,-0.0885,0.9741,-0.6855,1.19
06:34:24:0,-0.0785,0.9861,-0.6815,1.20
06:34:24:0,-0.0645,0.9881,-0.6935,1.21
06:34:24:0,-0.0545,0.9841,-0.7075,1.21
06:34:24:0,-0.0425,0.9701,-0.7115,1.20
06:34:24:0,-0.0325,0.9559,-0.7195,1.20
06:34:24:0,-0.0245,0.9419,-0.7255,1.19
06:34:24:0,-0.0165,0.9139,-0.7335,1.17
06:34:24:0,-0.0085,0.8898,-0.7435,1.16
06:34:24:0,-0.0025,0.8678,-0.7495,1.15
06:34:24:0,0.0035,0.7518,-0.7558,1.07
06:34:24:0,0.0115,0.7418,-0.7638,1.06
06:34:24:0,0.0195,0.7298,-0.7738,1.06
06:34:24:0,0.0255,0.7178,-0.7818,1.06
06:34:24:1,0.0295,0.7058,-0.7898,1.06
06:34:24:1,0.0395,0.6938,-0.7958,1.06
06:34:24:1,0.0455,0.6798,-0.8018,1.05
06:34:24:1,0.0495,0.6678,-0.8058,1.05
06:34:24:1,0.0555,0.6598,-0.8078,1.04
06:34:24:1,0.0615,0.6518,-0.8058,1.04
06:34:24:1,0.0655,0.6417,-0.8058,1.03
06:34:24:1,0.0715,0.6317,-0.8038,1.02
06:34:24:1,0.0755,0.6217,-0.8018,1.02
06:34:24:1,0.0775,0.6117,-0.7958,1.01
06:34:24:1,0.0815,0.6017,-0.7918,1.00
06:34:24:1,0.0835,0.5917,-0.7858,0.99
06:34:24:1,0.0855,0.5797,-0.7798,0.98
06:34:24:1,0.0855,0.5697,-0.7758,0.97
06:34:24:1,0.0875,0.5617,-0.7678,0.96
06:34:24:1,0.0895,0.5517,-0.7618,0.94
06:34:24:1,0.0915,0.5437,-0.7578,0.94
06:34:24:1,0.0935,0.5357,-0.7515,0.93
06:34:24:1,0.0955,0.5257,-0.7495,0.92
06:34:24:1,0.0995,0.5177,-0.7455,0.91
06:34:24:1,0.1035,0.5117,-0.7415,0.91
06:34:24:1,0.1075,0.5037,-0.7395,0.90
06:34:24:2,0.1118,0.4937,-0.7395,0.90
06:34:24:2,0.1178,0.4857,-0.7375,0.89
06:34:24:2,0.1218,0.4757,-0.7355,0.88
06:34:24:2,0.1258,0.4657,-0.7355,0.88
06:34:24:2,0.1338,0.4597,-0.7315,0.87
06:34:24:2,0.1398,0.4557,-0.7315,0.87
06:34:24:2,0.1458,0.4517,-0.7295,0.87
06:34:24:2,0.1538,0.4457,-0.7295,0.87
06:34:24:2,0.1618,0.4457,-0.7315,0.87
06:34:24:2,0.1698,0.4457,-0.7315,0.87
06:34:24:2,0.1778,0.4477,-0.7355,0.88
06:34:24:2,0.1858,0.4497,-0.7355,0.88
06:34:24:2,0.1938,0.4517,-0.7395,0.89
06:34:24:2,0.2018,0.4517,-0.7415,0.89
06:34:24:2,0.2058,0.4537,-0.7455,0.90
06:34:24:2,0.2118,0.4577,-0.7475,0.90
06:34:24:2,0.2178,0.4597,-0.7475,0.90
06:34:24:2,0.2238,0.4657,-0.7455,0.91
06:34:24:2,0.2278,0.4677,-0.7435,0.91
06:34:24:2,0.2318,0.4697,-0.7455,0.91
06:34:24:3,0.2338,0.4697,-0.7435,0.91
06:34:24:3,0.2378,0.4697,-0.7415,0.91
06:34:24:3,0.2418,0.4697,-0.7415,0.91
06:34:24:3,0.2418,0.4677,-0.7395,0.91
06:34:24:3,0.2438,0.4657,-0.7395,0.91
06:34:24:3,0.2458,0.4617,-0.7375,0.90
06:34:24:3,0.2458,0.4557,-0.7335,0.90
06:34:24:3,0.2478,0.4497,-0.7275,0.89
06:34:24:3,0.2498,0.4457,-0.7235,0.89
06:34:24:3,0.2518,0.4377,-0.7155,0.88
06:34:24:3,0.2538,0.4297,-0.7055,0.86
06:34:24:3,0.2558,0.4197,-0.6955,0.85
06:34:24:3,0.2558,0.4097,-0.6835,0.84
06:34:24:3,0.2558,0.3997,-0.6715,0.82
06:34:24:3,0.2598,0.3876,-0.6595,0.81
06:34:24:3,0.2619,0.3776,-0.6455,0.79
06:34:24:3,0.2659,0.3636,-0.6315,0.78
06:34:24:3,0.2679,0.3516,-0.6195,0.76
06:34:24:3,0.2719,0.3416,-0.6095,0.75
06:34:24:3,0.2779,0.3296,-0.6055,0.74
06:34:24:4,0.2839,0.3176,-0.6015,0.74
06:34:24:4,0.2919,0.3056,-0.6015,0.74
06:34:24:4,0.2979,0.2956,-0.6035,0.74
06:34:24:4,0.3039,0.2836,-0.6075,0.74
06:34:24:4,0.3139,0.2756,-0.6095,0.74
06:34:24:4,0.3219,0.2656,-0.6115,0.74
06:34:24:4,0.3319,0.2556,-0.6115,0.74
06:34:24:4,0.3399,0.2496,-0.6115,0.74
06:34:24:4,0.3479,0.2436,-0.6115,0.74
06:34:24:4,0.3539,0.2396,-0.6115,0.75
06:34:24:4,0.3619,0.2336,-0.6115,0.75
06:34:24:4,0.3659,0.2276,-0.6155,0.75
06:34:24:4,0.3699,0.2216,-0.6195,0.75
06:34:24:4,0.3719,0.2116,-0.6215,0.75
06:34:24:4,0.3699,0.1996,-0.6275,0.76
06:34:24:4,0.3679,0.1836,-0.6315,0.75
06:34:24:4,0.3659,0.1696,-0.6355,0.75
06:34:24:4,0.3639,0.1516,-0.6415,0.75
06:34:24:4,0.3619,0.1356,-0.6455,0.75
06:34:24:4,0.3619,0.1175,-0.6515,0.75
06:34:24:5,0.3619,0.0993,-0.6595,0.76
06:34:24:5,0.3579,0.0853,-0.6655,0.76
06:34:24:5,0.3559,0.0693,-0.6715,0.76
06:34:24:5,0.3539,0.0553,-0.6795,0.77
06:34:24:5,0.3519,0.0413,-0.6875,0.77
06:34:24:5,0.3499,0.0313,-0.6935,0.78
06:34:24:5,0.3479,0.0213,-0.6995,0.78
06:34:24:5,0.3459,0.0113,-0.7035,0.78
06:34:24:5,0.3439,0.0013,-0.7075,0.79
06:34:24:5,0.3419,-0.0068,-0.7135,0.79
06:34:24:5,0.3419,-0.0188,-0.7175,0.80
06:34:24:5,0.3439,-0.0308,-0.7255,0.80
06:34:24:5,0.3459,-0.0448,-0.7295,0.81
06:34:24:5,0.3459,-0.0608,-0.7355,0.82
06:34:24:5,0.3479,-0.0768,-0.7415,0.82
06:34:24:5,0.3479,-0.0948,-0.7475,0.83
06:34:24:5,0.3479,-0.1128,-0.7515,0.84
06:34:24:5,0.3479,-0.1288,-0.7558,0.84
06:34:24:6,0.3479,-0.1468,-0.7598,0.85
06:34:24:6,0.3479,-0.1628,-0.7598,0.85
06:34:24:6,0.3459,-0.1788,-0.7658,0.86
06:34:24:6,0.3479,-0.1948,-0.7718,0.87
06:34:24:6,0.3479,-0.2048,-0.7758,0.87
06:34:24:6,0.3519,-0.2188,-0.7898,0.89
06:34:24:6,0.3539,-0.2328,-0.7878,0.89
06:34:24:6,0.3619,-0.2468,-0.7918,0.90
06:34:24:6,0.3699,-0.2609,-0.7978,0.92
06:34:24:6,0.3759,-0.2769,-0.8058,0.93
06:34:24:6,0.3839,-0.2929,-0.8118,0.94
06:34:24:6,0.3899,-0.3129,-0.8198,0.96
06:34:24:6,0.3939,-0.3329,-0.8258,0.97
06:34:24:6,0.3959,-0.3529,-0.8338,0.99
06:34:24:6,0.3999,-0.3729,-0.8398,1.00
06:34:24:6,0.4019,-0.4869,-0.8438,1.05
06:34:24:6,0.4019,-0.4969,-0.8518,1.06
06:34:24:6,0.4059,-0.5049,-0.8578,1.07
06:34:24:6,0.4079,-0.5149,-0.8658,1.09
06:34:24:6,0.4119,-0.5230,-0.8738,1.10
06:34:24:7,0.4139,-0.5310,-0.8818,1.11
06:34:24:7,0.4159,-0.5350,-0.8878,1.12
06:34:24:7,0.4199,-0.5410,-0.8958,1.13
06:34:24:7,0.4239,-0.5430,-0.9038,1.14
06:34:24:7,0.4299,-0.5450,-0.9099,1.14
06:34:24:7,0.4339,-0.5450,-0.9179,1.15
06:34:24:7,0.4359,-0.5450,-0.9239,1.16
06:34:24:7,0.4399,-0.5490,-0.9299,1.17
06:34:24:7,0.4419,-0.5510,-0.9359,1.17
06:34:24:7,0.4439,-0.5570,-0.9439,1.18
06:34:24:7,0.4439,-0.5650,-0.9499,1.19
06:34:24:7,0.4439,-0.5750,-0.9579,1.20
06:34:24:7,0.4439,-0.5830,-0.9659,1.21
06:34:24:7,0.4439,-0.5970,-0.9759,1.23
06:34:24:7,0.4419,-0.6110,-0.9839,1.24
06:34:24:7,0.4419,-0.6210,-0.9919,1.25
06:34:24:7,0.4419,-0.6330,-0.9999,1.26
06:34:24:7,0.4399,-0.6450,-1.0039,1.27
06:34:24:7,0.4379,-0.6550,-1.0099,1.28
06:34:24:7,0.4379,-0.6630,-1.0159,1.29
06:34:24:8,0.4339,-0.6730,-1.0199,1.30
06:34:24:8,0.4339,-0.6790,-1.0239,1.30
06:34:24:8,0.4299,-0.6870,-1.0259,1.31
06:34:24:8,0.4279,-0.6950,-1.0299,1.31
06:34:24:8,0.4259,-0.7030,-1.0339,1.32
06:34:24:8,0.4239,-0.7090,-1.0359,1.32
06:34:24:8,0.4239,-0.7130,-1.0399,1.33
06:34:24:8,0.4199,-0.7210,-1.0439,1.34
06:34:24:8,0.4179,-0.7250,-1.0479,1.34
06:34:24:8,0.4159,-0.7310,-1.0519,1.35
06:34:24:8,0.4139,-0.7350,-1.0579,1.35
06:34:24:8,0.4099,-0.7430,-1.0599,1.36
06:34:24:8,0.4079,-0.7513,-1.0659,1.37
06:34:24:8,0.4059,-0.7593,-1.0719,1.37
06:34:24:8,0.4059,-0.7673,-1.0799,1.39
06:34:24:8,0.4039,-0.7773,-1.0839,1.39
06:34:24:8,0.4019,-0.7853,-1.0939,1.41
06:34:24:8,0.4019,-0.7933,-1.1039,1.42
06:34:24:8,0.4019,-0.8013,-1.1139,1.43
06:34:24:8,0.4039,-0.8093,-1.1239,1.44
06:34:24:8,0.4059,-0.8153,-1.1319,1.45
06:34:24:9,0.4099,-0.8233,-1.1379,1.46
06:34:24:9,0.4119,-0.8313,-1.1439,1.47
06:34:24:9,0.4159,-0.8373,-1.1479,1.48
06:34:24:9,0.4219,-0.8413,-1.1519,1.49
06:34:24:9,0.4299,-0.8473,-1.1539,1.49
06:34:24:9,0.4379,-0.8533,-1.1539,1.50
06:34:24:9,0.4439,-0.8573,-1.1559,1.51
06:34:24:9,0.4519,-0.8633,-1.1559,1.51
06:34:24:9,0.4599,-0.8693,-1.1579,1.52
06:34:24:9,0.4739,-0.8773,-1.1599,1.53
06:34:24:9,0.4879,-0.8833,-1.1619,1.54
06:34:24:9,0.5019,-0.8893,-1.1619,1.55
06:34:24:9,0.5139,-0.8973,-1.1639,1.56
06:34:24:9,0.5260,-0.9053,-1.1679,1.57
06:34:24:9,0.5420,-0.9114,-1.1679,1.58
06:34:24:9,0.5580,-0.9174,-1.1700,1.59
06:34:24:9,0.5720,-0.9214,-1.1760,1.60
06:34:24:9,0.5840,-0.9274,-1.1820,1.61
06:34:24:9,0.5960,-0.9314,-1.1880,1.62
06:34:24:9,0.6060,-0.9374,-1.1980,1.64
06:34:25:0,0.6160,-0.9414,-1.2040,1.65
06:34:25:0,0.6240,-0.9474,-1.2120,1.66
06:34:25:0,0.6340,-0.9534,-1.2200,1.67
06:34:25:0,0.6400,-0.9594,-1.2300,1.69
06:34:25:0,0.6460,-0.9674,-1.2380,1.70
06:34:25:0,0.6520,-0.9774,-1.2460,1.71
06:34:25:0,0.6580,-0.9874,-1.2520,1.72
06:34:25:0,0.6660,-0.9954,-1.2600,1.74
06:34:25:0,0.6740,-1.0074,-1.2700,1.76
06:34:25:0,0.6820,-1.0174,-1.2760,1.77
06:34:25:0,0.6900,-1.0234,-1.2840,1.78
06:34:25:0,0.6980,-1.0314,-1.2900,1.79
06:34:25:0,0.7020,-1.0394,-1.2940,1.80
06:34:25:0,0.7080,-1.0474,-1.2980,1.81
06:34:25:0,0.7140,-1.0554,-1.3040,1.82
06:34:25:0,0.7180,-1.0614,-1.3080,1.83
06:34:25:0,0.7220,-1.0694,-1.3100,1.84
06:34:25:0,0.7240,-1.0774,-1.3140,1.85
06:34:25:0,0.7260,-1.0854,-1.3140,1.85
06:34:25:0,0.7280,-1.0894,-1.3160,1.86
06:34:25:1,0.7300,-1.0894,-1.3160,1.86
06:34:25:1,0.7300,-1.0894,-1.3140,1.86
06:34:25:1,0.7280,-1.0854,-1.3100,1.85
06:34:25:1,0.7280,-1.0834,-1.3040,1.85
06:34:25:1,0.7280,-1.0794,-1.2980,1.84
06:34:25:1,0.7260,-1.0714,-1.2940,1.83
06:34:25:1,0.7280,-1.0634,-1.2880,1.82
06:34:25:1,0.7260,-1.0574,-1.2800,1.81
06:34:25:1,0.7260,-1.0514,-1.2720,1.80
06:34:25:1,0.7260,-1.0434,-1.2660,1.79
06:34:25:1,0.7240,-1.0334,-1.2580,1.78
06:34:25:1,0.7220,-1.0254,-1.2500,1.77
06:34:25:1,0.7180,-1.0154,-1.2360,1.75
06:34:25:1,0.7120,-1.0094,-1.2220,1.74
06:34:25:1,0.7020,-0.9994,-1.1980,1.71
06:34:25:1,0.6940,-0.9894,-1.1800,1.69
06:34:25:1,0.6880,-0.9774,-1.1679,1.67
06:34:25:1,0.6780,-0.9674,-1.1519,1.65
06:34:25:1,0.6680,-0.9594,-1.1399,1.63
06:34:25:1,0.6580,-0.9514,-1.1319,1.62
06:34:25:2,0.6460,-0.9454,-1.1219,1.60
06:34:25:2,0.6360,-0.9354,-1.1199,1.59
06:34:25:2,0.6300,-0.9194,-1.1259,1.58
06:34:25:2,0.6140,-0.9214,-1.1259,1.58
06:34:25:2,0.6140,-0.9174,-1.1239,1.58
06:34:25:2,0.6040,-0.9114,-1.1239,1.57
06:34:25:2,0.5960,-0.9093,-1.1219,1.56
06:34:25:2,0.5880,-0.9013,-1.1179,1.55
06:34:25:2,0.5800,-0.8953,-1.1159,1.54
06:34:25:2,0.5720,-0.8893,-1.1099,1.53
06:34:25:2,0.5620,-0.8833,-1.1039,1.52
06:34:25:2,0.5540,-0.8773,-1.0959,1.51
06:34:25:2,0.5440,-0.8693,-1.0899,1.50
06:34:25:2,0.5360,-0.8593,-1.0839,1.48
06:34:25:2,0.5300,-0.8493,-1.0779,1.47
06:34:25:2,0.5220,-0.8413,-1.0739,1.46
06:34:25:2,0.5139,-0.8333,-1.0679,1.45
06:34:25:2,0.5079,-0.8213,-1.0659,1.44
06:34:25:3,0.4999,-0.8093,-1.0639,1.43
06:34:25:3,0.4919,-0.7993,-1.0599,1.42
06:34:25:3,0.4879,-0.7873,-1.0559,1.40
06:34:25:3,0.4799,-0.7793,-1.0559,1.40
06:34:25:3,0.4739,-0.7693,-1.0559,1.39
06:34:25:3,0.4679,-0.7593,-1.0519,1.38
06:34:25:3,0.4619,-0.7493,-1.0519,1.37
06:34:25:3,0.4519,-0.7390,-1.0479,1.36
06:34:25:3,0.4479,-0.7290,-1.0459,1.35
06:34:25:3,0.4419,-0.7190,-1.0439,1.34
06:34:25:3,0.4319,-0.7090,-1.0399,1.33
06:34:25:3,0.4239,-0.6950,-1.0339,1.32
06:34:25:3,0.4159,-0.6830,-1.0299,1.30
06:34:25:3,0.4079,-0.6710,-1.0259,1.29
06:34:25:3,0.3999,-0.6590,-1.0219,1.28
06:34:25:3,0.3959,-0.6490,-1.0179,1.27
06:34:25:3,0.3879,-0.6390,-1.0159,1.26
06:34:25:3,0.3799,-0.6310,-1.0119,1.25
06:34:25:3,0.3739,-0.6210,-1.0079,1.24
06:34:25:3,0.3699,-0.6130,-1.0079,1.24
06:34:25:4,0.3619,-0.6050,-1.0059,1.23
06:34:25:4,0.3579,-0.5970,-1.0039,1.22
06:34:25:4,0.3539,-0.5870,-1.0019,1.21
