time,gFx,gFy,gFz,TgF
06:35:16:5,0.0875,-0.7833,-0.8618,1.17
06:35:16:6,0.0935,-0.7613,-0.8618,1.15
06:35:16:6,0.0975,-0.7410,-0.8598,1.14
06:35:16:6,0.0995,-0.6250,-0.8578,1.07
06:35:16:6,0.1015,-0.6190,-0.8538,1.06
06:35:16:6,0.1158,-0.6150,-0.8518,1.06
06:35:16:6,0.1118,-0.6050,-0.8498,1.05
06:35:16:6,0.1118,-0.5950,-0.8478,1.04
06:35:16:6,0.1158,-0.5810,-0.8458,1.03
06:35:16:6,0.1178,-0.5670,-0.8458,1.03
06:35:16:6,0.1198,-0.5530,-0.8438,1.02
06:35:16:6,0.1218,-0.5370,-0.8418,1.01
06:35:16:6,0.1258,-0.5210,-0.8438,1.00
06:35:16:6,0.1318,-0.5069,-0.8458,0.99
06:35:16:6,0.1318,-0.4929,-0.8438,0.99
06:35:16:6,0.1358,-0.4809,-0.8458,0.98
06:35:16:6,0.1358,-0.4669,-0.8478,0.98
06:35:16:6,0.1398,-0.4569,-0.8478,0.97
06:35:16:6,0.1358,-0.4449,-0.8538,0.97
06:35:16:6,0.1378,-0.4369,-0.8578,0.97
06:35:16:6,0.1378,-0.4289,-0.8578,0.97
06:35:16:6,0.1378,-0.4209,-0.8598,0.97
06:35:16:7,0.1378,-0.4129,-0.8638,0.97
06:35:16:7,0.1358,-0.4009,-0.8638,0.96
06:35:16:7,0.1378,-0.3909,-0.8638,0.96
06:35:16:7,0.1398,-0.3829,-0.8658,0.96
06:35:16:7,0.1478,-0.3729,-0.8638,0.95
06:35:16:7,0.1538,-0.3629,-0.8658,0.95
06:35:16:7,0.1578,-0.3549,-0.8698,0.95
06:35:16:7,0.1618,-0.3409,-0.8638,0.94
06:35:16:7,0.1658,-0.3289,-0.8618,0.94
06:35:16:7,0.1718,-0.3169,-0.8618,0.93
06:35:16:7,0.1758,-0.3089,-0.8618,0.93
06:35:16:7,0.1778,-0.2969,-0.8618,0.93
06:35:16:7,0.1818,-0.2869,-0.8618,0.93
06:35:16:7,0.1798,-0.2769,-0.8578,0.92
06:35:16:7,0.1818,-0.2689,-0.8578,0.92
06:35:16:7,0.1818,-0.2629,-0.8638,0.92
06:35:16:7,0.1818,-0.2548,-0.8638,0.92
06:35:16:7,0.1758,-0.2388,-0.8658,0.92
06:35:16:7,0.1718,-0.2248,-0.8618,0.91
06:35:16:7,0.1698,-0.2108,-0.8598,0.90
06:35:16:7,0.1618,-0.1968,-0.8558,0.89
06:35:16:7,0.1618,-0.1808,-0.8538,0.89
06:35:16:8,0.1598,-0.1648,-0.8498,0.88
06:35:16:8,0.1578,-0.1508,-0.8478,0.88
06:35:16:8,0.1558,-0.1348,-0.8458,0.87
06:35:16:8,0.1538,-0.1208,-0.8398,0.86
06:35:16:8,0.1498,-0.1088,-0.8398,0.86
06:35:16:8,0.1478,-0.0948,-0.8478,0.87
06:35:16:8,0.1478,-0.0808,-0.8538,0.87
06:35:16:8,0.1458,-0.0688,-0.8598,0.87
06:35:16:8,0.1438,-0.0568,-0.8638,0.88
06:35:16:8,0.1418,-0.0428,-0.8658,0.88
06:35:16:8,0.1438,-0.0328,-0.8658,0.88
06:35:16:8,0.1438,-0.0208,-0.8678,0.88
06:35:16:8,0.1458,-0.0108,-0.8698,0.88
06:35:16:8,0.1458,-0.0028,-0.8718,0.88
06:35:16:8,0.1458,0.0053,-0.8738,0.89
06:35:16:8,0.1458,0.0153,-0.8758,0.89
06:35:16:8,0.1458,0.0233,-0.8758,0.89
06:35:16:8,0.1458,0.0293,-0.8758,0.89
06:35:16:8,0.1478,0.0333,-0.8778,0.89
06:35:16:8,0.1458,0.0393,-0.8798,0.89
06:35:16:9,0.1458,0.0433,-0.8818,0.89
06:35:16:9,0.1438,0.0493,-0.8818,0.89
06:35:16:9,0.1418,0.0513,-0.8798,0.89
06:35:16:9,0.1398,0.0553,-0.8778,0.89
06:35:16:9,0.1358,0.0553,-0.8778,0.89
06:35:16:9,0.1338,0.0573,-0.8778,0.89
06:35:16:9,0.1298,0.0633,-0.8738,0.89
06:35:16:9,0.1278,0.0673,-0.8738,0.89
06:35:16:9,0.1258,0.0713,-0.8738,0.89
06:35:16:9,0.1238,0.0733,-0.8718,0.88
06:35:16:9,0.1238,0.0753,-0.8718,0.88
06:35:16:9,0.1238,0.0793,-0.8698,0.88
06:35:16:9,0.1238,0.0853,-0.8698,0.88
06:35:16:9,0.1238,0.0873,-0.8698,0.88
06:35:16:9,0.1238,0.0893,-0.8698,0.88
06:35:16:9,0.1238,0.0893,-0.8698,0.88
06:35:16:9,0.1238,0.0893,-0.8678,0.88
06:35:16:9,0.1238,0.0873,-0.8678,0.88
06:35:16:9,0.1238,0.0873,-0.8678,0.88
06:35:16:9,0.1258,0.0833,-0.8678,0.88
06:35:17:0,0.1258,0.0793,-0.8658,0.88
06:35:17:0,0.1238,0.0753,-0.8658,0.88
06:35:17:0,0.1238,0.0713,-0.8678,0.88
06:35:17:0,0.1218,0.0673,-0.8698,0.88
06:35:17:0,0.1198,0.0653,-0.8718,0.88
06:35:17:0,0.1158,0.0653,-0.8718,0.88
06:35:17:0,0.1118,0.0693,-0.8758,0.89
06:35:17:0,0.1035,0.0813,-0.8738,0.88
06:35:17:0,0.0955,0.0973,-0.8778,0.89
06:35:17:0,0.0855,0.1275,-0.8838,0.90
06:35:17:0,0.0695,0.1596,-0.8898,0.91
06:35:17:0,0.0495,0.3096,-0.8978,0.95
06:35:17:0,0.0255,0.3336,-0.9058,0.97
06:35:17:0,-0.0005,0.3536,-0.9219,0.99
06:35:17:0,-0.1306,0.3636,-0.9419,1.02
06:35:17:0,-0.1506,0.3636,-0.9579,1.04
06:35:17:0,-0.1746,0.3536,-0.9699,1.05
06:35:17:0,-0.1966,0.3356,-0.9779,1.05
06:35:17:1,-0.2146,0.3116,-0.9859,1.06
06:35:17:1,-0.2326,0.2836,-0.9899,1.06
06:35:17:1,-0.2466,0.2516,-0.9979,1.06
06:35:17:1,-0.2666,0.1295,-0.9999,1.04
06:35:17:1,-0.2786,0.1215,-0.9979,1.04
06:35:17:1,-0.2946,0.1175,-0.9979,1.05
06:35:17:1,-0.3066,0.1215,-0.9999,1.05
06:35:17:1,-0.3186,0.1316,-1.0059,1.06
06:35:17:1,-0.3306,0.1476,-1.0099,1.07
06:35:17:1,-0.3406,0.1656,-1.0179,1.09
06:35:17:1,-0.3546,0.1856,-1.0199,1.10
06:35:17:1,-0.3546,0.2076,-1.0239,1.10
06:35:17:1,-0.3606,0.2336,-1.0279,1.11
06:35:17:1,-0.3626,0.3516,-1.0319,1.15
06:35:17:1,-0.3606,0.3636,-1.0359,1.16
06:35:17:1,-0.3566,0.3736,-1.0339,1.16
06:35:17:1,-0.3506,0.3856,-1.0359,1.16
06:35:17:1,-0.3426,0.3937,-1.0339,1.16
06:35:17:1,-0.3306,0.4017,-1.0319,1.16
06:35:17:1,-0.3286,0.4077,-1.0259,1.15
06:35:17:2,-0.3146,0.4137,-1.0219,1.15
06:35:17:2,-0.3126,0.4177,-1.0219,1.15
06:35:17:2,-0.3066,0.4197,-1.0159,1.14
06:35:17:2,-0.3006,0.4217,-1.0119,1.14
06:35:17:2,-0.2966,0.4237,-1.0079,1.13
06:35:17:2,-0.2926,0.4237,-1.0039,1.13
06:35:17:2,-0.2906,0.4217,-1.0019,1.13
06:35:17:2,-0.2926,0.4217,-0.9959,1.12
06:35:17:2,-0.2906,0.4177,-0.9939,1.12
06:35:17:2,-0.2886,0.4117,-0.9899,1.11
06:35:17:2,-0.2866,0.4057,-0.9899,1.11
06:35:17:2,-0.2886,0.3997,-0.9859,1.10
06:35:17:2,-0.2906,0.3896,-0.9819,1.10
06:35:17:2,-0.2906,0.3816,-0.9779,1.09
06:35:17:2,-0.2926,0.3756,-0.9739,1.08
06:35:17:2,-0.2926,0.3696,-0.9699,1.08
06:35:17:2,-0.2926,0.3656,-0.9639,1.07
06:35:17:2,-0.2946,0.3596,-0.9599,1.07
06:35:17:2,-0.2946,0.3596,-0.9499,1.06
06:35:17:2,-0.2926,0.3596,-0.9399,1.05
06:35:17:2,-0.2906,0.3636,-0.9299,1.04
06:35:17:3,-0.2906,0.3676,-0.9179,1.03
06:35:17:3,-0.2886,0.3716,-0.9078,1.02
06:35:17:3,-0.2886,0.3796,-0.8958,1.01
06:35:17:3,-0.2846,0.3836,-0.8838,1.00
06:35:17:3,-0.2826,0.3937,-0.8718,1.00
06:35:17:3,-0.2786,0.4037,-0.8598,0.99
06:35:17:3,-0.2766,0.4117,-0.8518,0.99
06:35:17:3,-0.2706,0.4197,-0.8398,0.98
06:35:17:3,-0.2666,0.4277,-0.8338,0.97
06:35:17:3,-0.2626,0.4377,-0.8278,0.97
06:35:17:3,-0.2586,0.4437,-0.8218,0.97
06:35:17:3,-0.2546,0.4497,-0.8158,0.97
06:35:17:3,-0.2526,0.4517,-0.8098,0.96
06:35:17:3,-0.2506,0.4537,-0.8058,0.96
06:35:17:3,-0.2506,0.4537,-0.8038,0.96
06:35:17:3,-0.2506,0.4537,-0.8058,0.96
06:35:17:3,-0.2506,0.4517,-0.8038,0.96
06:35:17:3,-0.2506,0.4477,-0.8018,0.95
06:35:17:3,-0.2526,0.4477,-0.8018,0.95
06:35:17:3,-0.2526,0.4457,-0.8018,0.95
06:35:17:4,-0.2546,0.4457,-0.8058,0.96
06:35:17:4,-0.2526,0.4477,-0.8038,0.95
06:35:17:4,-0.2546,0.4497,-0.8058,0.96
06:35:17:4,-0.2546,0.4517,-0.8038,0.96
06:35:17:4,-0.2546,0.4517,-0.8078,0.96
06:35:17:4,-0.2546,0.4577,-0.8078,0.96
06:35:17:4,-0.2546,0.4597,-0.8078,0.96
06:35:17:4,-0.2546,0.4617,-0.8078,0.96
06:35:17:4,-0.2546,0.4657,-0.8078,0.97
06:35:17:4,-0.2546,0.4697,-0.8098,0.97
06:35:17:4,-0.2546,0.4737,-0.8078,0.97
06:35:17:4,-0.2546,0.4757,-0.8098,0.97
06:35:17:4,-0.2526,0.4777,-0.8078,0.97
06:35:17:4,-0.2526,0.4797,-0.8078,0.97
06:35:17:4,-0.2526,0.4837,-0.8078,0.97
06:35:17:4,-0.2526,0.4877,-0.8078,0.98
06:35:17:4,-0.2526,0.4937,-0.8078,0.98
06:35:17:4,-0.2526,0.4977,-0.8058,0.98
06:35:17:4,-0.2526,0.5017,-0.8058,0.98
06:35:17:4,-0.2526,0.5037,-0.8058,0.98
06:35:17:5,-0.2526,0.5057,-0.8058,0.98
06:35:17:5,-0.2506,0.5077,-0.8058,0.98
06:35:17:5,-0.2506,0.5097,-0.8038,0.98
06:35:17:5,-0.2506,0.5097,-0.8058,0.99
06:35:17:5,-0.2506,0.5077,-0.8058,0.98
06:35:17:5,-0.2486,0.5077,-0.8038,0.98
06:35:17:5,-0.2466,0.5077,-0.8038,0.98
06:35:17:5,-0.2426,0.5097,-0.8038,0.98
06:35:17:5,-0.2426,0.5097,-0.8038,0.98
06:35:17:5,-0.2426,0.5117,-0.8038,0.98
06:35:17:5,-0.2406,0.5137,-0.8038,0.98
06:35:17:5,-0.2366,0.5177,-0.7998,0.98
06:35:17:5,-0.2346,0.5197,-0.7958,0.98
06:35:17:5,-0.2326,0.5217,-0.7938,0.98
06:35:17:5,-0.2306,0.5237,-0.7918,0.98
06:35:17:5,-0.2286,0.5257,-0.7898,0.98
06:35:17:5,-0.2266,0.5277,-0.7878,0.97
06:35:17:5,-0.2226,0.5297,-0.7838,0.97
06:35:17:5,-0.2206,0.5317,-0.7798,0.97
06:35:17:5,-0.2206,0.5337,-0.7798,0.97
06:35:17:6,-0.2166,0.5357,-0.7758,0.97
06:35:17:6,-0.2166,0.5377,-0.7718,0.97
06:35:17:6,-0.2126,0.5397,-0.7678,0.96
06:35:17:6,-0.2106,0.5417,-0.7638,0.96
06:35:17:6,-0.2106,0.5437,-0.7618,0.96
06:35:17:6,-0.2086,0.5457,-0.7578,0.96
06:35:17:6,-0.2066,0.5457,-0.7578,0.96
06:35:17:6,-0.2046,0.5497,-0.7558,0.96
06:35:17:6,-0.2026,0.5517,-0.7538,0.96
06:35:17:6,-0.1986,0.5517,-0.7538,0.95
06:35:17:6,-0.1966,0.5517,-0.7538,0.95
06:35:17:6,-0.1946,0.5517,-0.7538,0.95
06:35:17:6,-0.1906,0.5517,-0.7538,0.95
06:35:17:6,-0.1866,0.5497,-0.7558,0.95
06:35:17:6,-0.1846,0.5497,-0.7558,0.95
06:35:17:6,-0.1846,0.5497,-0.7558,0.95
06:35:17:6,-0.1826,0.5477,-0.7578,0.95
06:35:17:6,-0.1826,0.5477,-0.7598,0.95
06:35:17:6,-0.1826,0.5477,-0.7598,0.95
06:35:17:7,-0.1826,0.5477,-0.7638,0.96
06:35:17:7,-0.1826,0.5477,-0.7658,0.96
06:35:17:7,-0.1846,0.5477,-0.7678,0.96
06:35:17:7,-0.1846,0.5457,-0.7698,0.96
06:35:17:7,-0.1826,0.5457,-0.7718,0.96
06:35:17:7,-0.1806,0.5457,-0.7738,0.96
06:35:17:7,-0.1786,0.5457,-0.7758,0.97
06:35:17:7,-0.1786,0.5437,-0.7798,0.97
06:35:17:7,-0.1786,0.5397,-0.7798,0.97
06:35:17:7,-0.1746,0.5377,-0.7818,0.96
06:35:17:7,-0.1726,0.5357,-0.7838,0.96
06:35:17:7,-0.1706,0.5337,-0.7858,0.97
06:35:17:7,-0.1706,0.5317,-0.7878,0.97
06:35:17:7,-0.1706,0.5297,-0.7898,0.97
06:35:17:7,-0.1706,0.5277,-0.7878,0.96
06:35:17:7,-0.1726,0.5257,-0.7938,0.97
06:35:17:7,-0.1726,0.5257,-0.8078,0.98
06:35:17:7,-0.1746,0.5317,-0.8178,0.99
06:35:17:7,-0.1746,0.5317,-0.8198,0.99
06:35:17:8,-0.1766,0.5517,-0.8218,1.01
06:35:17:8,-0.1806,0.5797,-0.8238,1.02
06:35:17:8,-0.1786,0.6117,-0.8318,1.05
06:35:17:8,-0.1766,0.7418,-0.8378,1.13
06:35:17:8,-0.1666,0.7718,-0.8438,1.16
06:35:17:8,-0.1526,0.8918,-0.8438,1.24
06:35:17:8,-0.1386,0.8998,-0.8378,1.24
06:35:17:8,-0.1265,0.9018,-0.8338,1.23
06:35:17:8,-0.1145,0.8838,-0.8418,1.23
06:35:17:8,-0.1005,0.8558,-0.8498,1.21
06:35:17:8,-0.0905,0.8278,-0.8498,1.19
06:35:17:8,-0.0825,0.8038,-0.8518,1.17
06:35:17:8,-0.0765,0.6978,-0.8538,1.11
06:35:17:8,-0.0745,0.6998,-0.8558,1.11
06:35:17:8,-0.0725,0.7058,-0.8578,1.11
06:35:17:8,-0.0725,0.7098,-0.8618,1.12
06:35:17:8,-0.0725,0.7138,-0.8658,1.12
06:35:17:8,-0.0745,0.7198,-0.8678,1.13
06:35:17:8,-0.0745,0.7198,-0.8738,1.13
06:35:17:8,-0.0765,0.7198,-0.8798,1.14
06:35:17:9,-0.0765,0.7178,-0.8838,1.14
06:35:17:9,-0.0785,0.7118,-0.8918,1.14
06:35:17:9,-0.0805,0.7078,-0.8958,1.14
06:35:17:9,-0.0805,0.7018,-0.8978,1.14
06:35:17:9,-0.0805,0.6958,-0.9018,1.14
06:35:17:9,-0.0825,0.6918,-0.9038,1.14
06:35:17:9,-0.0825,0.6878,-0.9058,1.14
06:35:17:9,-0.0825,0.6778,-0.9058,1.13
06:35:17:9,-0.0825,0.6718,-0.9078,1.13
06:35:17:9,-0.0825,0.6618,-0.9058,1.12
06:35:17:9,-0.0805,0.6518,-0.9058,1.12
06:35:17:9,-0.0825,0.6437,-0.9038,1.11
06:35:17:9,-0.0825,0.6317,-0.9018,1.10
06:35:17:9,-0.0825,0.6237,-0.8998,1.10
06:35:17:9,-0.0865,0.6157,-0.8978,1.09
06:35:17:9,-0.0885,0.6057,-0.8938,1.08
06:35:17:9,-0.0925,0.5977,-0.8918,1.08
06:35:17:9,-0.0945,0.5877,-0.8898,1.07
06:35:17:9,-0.0965,0.5777,-0.8878,1.06
06:35:17:9,-0.0965,0.5697,-0.8878,1.06
06:35:18:0,-0.0945,0.5617,-0.8878,1.05
06:35:18:0,-0.0985,0.5497,-0.8878,1.05
06:35:18:0,-0.0985,0.5397,-0.8898,1.05
06:35:18:0,-0.0985,0.5297,-0.8898,1.04
06:35:18:0,-0.0985,0.5237,-0.8898,1.04
06:35:18:0,-0.0985,0.5157,-0.8918,1.03
06:35:18:0,-0.0965,0.5077,-0.8918,1.03
06:35:18:0,-0.0965,0.5017,-0.8918,1.03
06:35:18:0,-0.0965,0.4997,-0.8938,1.03
06:35:18:0,-0.0945,0.4977,-0.8938,1.03
06:35:18:0,-0.0925,0.4997,-0.8958,1.03
06:35:18:0,-0.0905,0.4977,-0.8978,1.03
06:35:18:0,-0.0885,0.4997,-0.8998,1.03
06:35:18:0,-0.0845,0.5017,-0.8998,1.03
06:35:18:0,-0.0825,0.5057,-0.8978,1.03
06:35:18:0,-0.0785,0.5077,-0.8958,1.03
06:35:18:0,-0.0765,0.5077,-0.8938,1.03
06:35:18:0,-0.0745,0.5077,-0.8918,1.03
06:35:18:0,-0.0725,0.5077,-0.8898,1.03
06:35:18:0,-0.0725,0.5077,-0.8858,1.02
06:35:18:0,-0.0685,0.5057,-0.8838,1.02
06:35:18:1,-0.0685,0.5057,-0.8818,1.02
06:35:18:1,-0.0705,0.5037,-0.8818,1.02
06:35:18:1,-0.0705,0.5037,-0.8798,1.02
06:35:18:1,-0.0725,0.5057,-0.8778,1.02
06:35:18:1,-0.0725,0.5057,-0.8738,1.01
06:35:18:1,-0.0705,0.5057,-0.8718,1.01
06:35:18:1,-0.0685,0.5057,-0.8698,1.01
06:35:18:1,-0.0665,0.5057,-0.8678,1.01
06:35:18:1,-0.0645,0.5057,-0.8658,1.00
06:35:18:1,-0.0605,0.5077,-0.8638,1.00
06:35:18:1,-0.0585,0.5077,-0.8618,1.00
06:35:18:1,-0.0545,0.5057,-0.8598,1.00
06:35:18:1,-0.0525,0.5057,-0.8598,1.00
06:35:18:1,-0.0505,0.5057,-0.8578,1.00
06:35:18:1,-0.0485,0.5037,-0.8558,0.99
06:35:18:1,-0.0485,0.5037,-0.8538,0.99
06:35:18:1,-0.0465,0.5037,-0.8498,0.99
06:35:18:1,-0.0445,0.5037,-0.8478,0.99
06:35:18:1,-0.0425,0.5017,-0.8458,0.98
06:35:18:1,-0.0425,0.5017,-0.8438,0.98
06:35:18:2,-0.0425,0.5017,-0.8398,0.98
06:35:18:2,-0.0445,0.4997,-0.8358,0.97
06:35:18:2,-0.0445,0.4997,-0.8338,0.97
06:35:18:2,-0.0425,0.4997,-0.8298,0.97
06:35:18:2,-0.0445,0.4997,-0.8278,0.97
06:35:18:2,-0.0445,0.4997,-0.8238,0.96
06:35:18:2,-0.0445,0.5017,-0.8198,0.96
06:35:18:2,-0.0465,0.5017,-0.8178,0.96
06:35:18:2,-0.0465,0.5017,-0.8158,0.96
06:35:18:2,-0.0485,0.5037,-0.8158,0.96
06:35:18:2,-0.0485,0.5037,-0.8138,0.96
06:35:18:2,-0.0525,0.5037,-0.8118,0.96
06:35:18:2,-0.0545,0.5017,-0.8098,0.95
06:35:18:2,-0.0565,0.5017,-0.8098,0.95
06:35:18:2,-0.0565,0.5017,-0.8078,0.95
06:35:18:2,-0.0585,0.5017,-0.8058,0.95
06:35:18:2,-0.0585,0.4997,-0.8038,0.95
06:35:18:2,-0.0565,0.4977,-0.8018,0.95
06:35:18:2,-0.0565,0.4957,-0.8018,0.94
06:35:18:2,-0.0545,0.4937,-0.8018,0.94
06:35:18:3,-0.0525,0.4917,-0.8018,0.94
06:35:18:3,-0.0525,0.4917,-0.8018,0.94
06:35:18:3,-0.0525,0.4917,-0.8038,0.94
06:35:18:3,-0.0525,0.4917,-0.8038,0.94
06:35:18:3,-0.0505,0.4937,-0.8038,0.94
06:35:18:3,-0.0505,0.4937,-0.8038,0.94
06:35:18:3,-0.0505,0.4957,-0.8038,0.95
06:35:18:3,-0.0505,0.4957,-0.8038,0.95
06:35:18:3,-0.0505,0.4957,-0.8038,0.95
06:35:18:3,-0.0525,0.4977,-0.8058,0.95
06:35:18:3,-0.0485,0.4977,-0.8078,0.95
06:35:18:3,-0.0465,0.4977,-0.8118,0.95
06:35:18:3,-0.0445,0.4997,-0.8158,0.96
06:35:18:3,-0.0445,0.5037,-0.8178,0.96
06:35:18:3,-0.0465,0.5057,-0.8178,0.96
06:35:18:3,-0.0465,0.5077,-0.8218,0.97
06:35:18:3,-0.0465,0.5117,-0.8218,0.97
06:35:18:3,-0.0465,0.5157,-0.8238,0.97
06:35:18:3,-0.0465,0.5177,-0.8258,0.98
06:35:18:3,-0.0465,0.5197,-0.8258,0.98
06:35:18:4,-0.0505,0.5217,-0.8238,0.98
06:35:18:4,-0.0505,0.5217,-0.8238,0.98
06:35:18:4,-0.0545,0.5197,-0.8238,0.98
06:35:18:4,-0.0565,0.5177,-0.8238,0.97
06:35:18:4,-0.0565,0.5157,-0.8238,0.97
06:35:18:4,-0.0605,0.5157,-0.8238,0.97
06:35:18:4,-0.0625,0.5157,-0.8218,0.97
06:35:18:4,-0.0665,0.5157,-0.8218,0.97
06:35:18:4,-0.0665,0.5157,-0.8218,0.97
06:35:18:4,-0.0685,0.5137,-0.8198,0.97
06:35:18:4,-0.0685,0.5117,-0.8198,0.97
06:35:18:4,-0.0705,0.5077,-0.8258,0.97
06:35:18:4,-0.0745,0.5117,-0.8338,0.98
06:35:18:4,-0.0805,0.5257,-0.8378,0.99
06:35:18:4,-0.0885,0.5477,-0.8398,1.01
06:35:18:4,-0.0985,0.5797,-0.8418,1.03
06:35:18:4,-0.1065,0.6117,-0.8478,1.05
06:35:18:4,-0.1125,0.7458,-0.8578,1.14
06:35:18:4,-0.1185,0.7578,-0.8678,1.16
06:35:18:4,-0.1185,0.7818,-0.8738,1.18
06:35:18:5,-0.1225,0.7838,-0.8738,1.18
06:35:18:5,-0.1245,0.7738,-0.8818,1.18
06:35:18:5,-0.1265,0.7538,-0.9018,1.18
06:35:18:5,-0.1285,0.7278,-0.9199,1.18
06:35:18:5,-0.1366,0.7038,-0.9379,1.18
06:35:18:5,-0.1406,0.6838,-0.9499,1.18
06:35:18:5,-0.1526,0.6718,-0.9639,1.18
06:35:18:5,-0.1646,0.6618,-0.9759,1.19
06:35:18:5,-0.1766,0.6538,-0.9919,1.20
06:35:18:5,-0.1866,0.6457,-1.0019,1.21
06:35:18:5,-0.1966,0.6397,-1.0059,1.21
06:35:18:5,-0.2026,0.6337,-1.0139,1.21
06:35:18:5,-0.2106,0.6237,-1.0199,1.21
06:35:18:5,-0.2186,0.6157,-1.0259,1.22
06:35:18:5,-0.2206,0.6057,-1.0299,1.22
06:35:18:5,-0.2246,0.5917,-1.0319,1.21
06:35:18:5,-0.2266,0.5837,-1.0279,1.20
06:35:18:5,-0.2306,0.5717,-1.0259,1.20
06:35:18:5,-0.2326,0.5617,-1.0219,1.19
06:35:18:6,-0.2346,0.5517,-1.0159,1.18
06:35:18:6,-0.2346,0.5397,-1.0079,1.17
06:35:18:6,-0.2326,0.5277,-0.9999,1.15
06:35:18:6,-0.2346,0.5197,-0.9879,1.14
06:35:18:6,-0.2346,0.5117,-0.9759,1.13
06:35:18:6,-0.2366,0.5057,-0.9619,1.11
06:35:18:6,-0.2386,0.5037,-0.9499,1.10
06:35:18:6,-0.2426,0.5037,-0.9379,1.09
06:35:18:6,-0.2446,0.5057,-0.9259,1.08
06:35:18:6,-0.2486,0.5097,-0.9139,1.08
06:35:18:6,-0.2486,0.5137,-0.9038,1.07
06:35:18:6,-0.2506,0.5177,-0.8958,1.06
06:35:18:6,-0.2526,0.5217,-0.8878,1.06
06:35:18:6,-0.2546,0.5257,-0.8798,1.06
06:35:18:6,-0.2566,0.5317,-0.8738,1.05
06:35:18:6,-0.2586,0.5357,-0.8678,1.05
06:35:18:6,-0.2626,0.5377,-0.8638,1.05
06:35:18:6,-0.2646,0.5397,-0.8578,1.05
06:35:18:6,-0.2666,0.5437,-0.8518,1.05
06:35:18:6,-0.2686,0.5477,-0.8478,1.04
06:35:18:7,-0.2706,0.5497,-0.8418,1.04
06:35:18:7,-0.2706,0.5497,-0.8358,1.04
06:35:18:7,-0.2726,0.5457,-0.8338,1.03
06:35:18:7,-0.2706,0.5437,-0.8298,1.03
06:35:18:7,-0.2706,0.5417,-0.8258,1.02
06:35:18:7,-0.2706,0.5397,-0.8238,1.02
06:35:18:7,-0.2686,0.5337,-0.8238,1.02
06:35:18:7,-0.2686,0.5297,-0.8218,1.01
06:35:18:7,-0.2666,0.5277,-0.8198,1.01
06:35:18:7,-0.2666,0.5237,-0.8198,1.01
06:35:18:7,-0.2666,0.5237,-0.8178,1.01
06:35:18:7,-0.2666,0.5217,-0.8178,1.01
06:35:18:7,-0.2686,0.5197,-0.8178,1.01
06:35:18:7,-0.2666,0.5177,-0.8178,1.00
06:35:18:7,-0.2666,0.5157,-0.8178,1.00
06:35:18:7,-0.2666,0.5137,-0.8178,1.00
06:35:18:7,-0.2666,0.5117,-0.8198,1.00
06:35:18:7,-0.2666,0.5117,-0.8178,1.00
06:35:18:7,-0.2666,0.5097,-0.8178,1.00
06:35:18:8,-0.2666,0.5077,-0.8178,1.00
06:35:18:8,-0.2666,0.5057,-0.8178,1.00
06:35:18:8,-0.2666,0.5017,-0.8178,1.00
06:35:18:8,-0.2666,0.4977,-0.8158,0.99
06:35:18:8,-0.2666,0.4977,-0.8138,0.99
06:35:18:8,-0.2666,0.4937,-0.8138,0.99
06:35:18:8,-0.2666,0.4897,-0.8138,0.99
06:35:18:8,-0.2666,0.4857,-0.8138,0.98
06:35:18:8,-0.2666,0.4817,-0.8118,0.98
06:35:18:8,-0.2666,0.4797,-0.8118,0.98
06:35:18:8,-0.2686,0.4797,-0.8098,0.98
06:35:18:8,-0.2686,0.4777,-0.8098,0.98
06:35:18:8,-0.2706,0.4777,-0.8078,0.98
06:35:18:8,-0.2706,0.4777,-0.8058,0.98
06:35:18:8,-0.2706,0.4757,-0.8018,0.97
06:35:18:8,-0.2706,0.4757,-0.7998,0.97
06:35:18:8,-0.2706,0.4757,-0.7978,0.97
06:35:18:8,-0.2706,0.4757,-0.7958,0.97
06:35:18:8,-0.2686,0.4777,-0.7918,0.96
06:35:18:8,-0.2686,0.4797,-0.7878,0.96
06:35:18:9,-0.2686,0.4797,-0.7878,0.96
06:35:18:9,-0.2686,0.4797,-0.7818,0.96
06:35:18:9,-0.2666,0.4817,-0.7778,0.95
06:35:18:9,-0.2666,0.4797,-0.7758,0.95
06:35:18:9,-0.2666,0.4817,-0.7718,0.95
06:35:18:9,-0.2646,0.4817,-0.7658,0.94
06:35:18:9,-0.2646,0.4817,-0.7618,0.94
06:35:18:9,-0.2606,0.4817,-0.7578,0.93
06:35:18:9,-0.2586,0.4857,-0.7538,0.93
06:35:18:9,-0.2566,0.4877,-0.7515,0.93
06:35:18:9,-0.2546,0.4897,-0.7455,0.93
06:35:18:9,-0.2546,0.4917,-0.7415,0.93
06:35:18:9,-0.2546,0.4937,-0.7375,0.92
06:35:18:9,-0.2566,0.4957,-0.7375,0.92
06:35:18:9,-0.2546,0.4977,-0.7375,0.93
06:35:18:9,-0.2546,0.4957,-0.7355,0.92
06:35:18:9,-0.2546,0.4957,-0.7355,0.92
06:35:18:9,-0.2566,0.4997,-0.7375,0.93
06:35:18:9,-0.2566,0.4997,-0.7375,0.93
06:35:18:9,-0.2566,0.5037,-0.7395,0.93
06:35:18:9,-0.2566,0.5057,-0.7415,0.93
06:35:19:0,-0.2546,0.5097,-0.7415,0.94
06:35:19:0,-0.2526,0.5137,-0.7455,0.94
